Variant Based On,Variante baseada em
Variant Based On cannot be changed,A variante baseada em não pode ser alterada
Variant Details Report,Relatório de detalhes da variante
Variant Field,Campo variante
Variant Item,Item variante
Variant Items,Itens variantes
Variant Of,Variante de
Variant creation has been queued.,A criação variante foi na fila.
Variants,Variantes
Vehicle,Veículo
Vehicle Date,Data do veículo
Vehicle No,Veículo não
Vehicle Number,Número do veículo
Vehicle Value,Valor do veículo
Vendor Name,Nome do fornecedor
Verification failed please check the link,"Falha na verificação, verifique o link"
Verified By,Verificado por
Verify Email,Verifique o email
Version,Versão
Via Customer Portal,Via portal do cliente
Via Landed Cost Voucher,Via comprovante de custo de importação
Video,Vídeo
Video Settings,Configurações de vídeo
View,Visualizar
View BOM Update Log,Visualize o log de atualização BOM
View Chart of Accounts,Exibir o gráfico de contas
View Exchange Gain/Loss Journals,Ver revistas de ganho/perda de troca
View General Ledger,Ver general Ledger
View Leads,Ver leads
View Ledger,Ver Ledger
View Ledgers,Ver Ledgers
View Now,Ver agora
View Type,Exibir tipo
View Website,Veja o site
View attachments,Ver anexos
View call log,Exibir log de chamadas
Views,Visualizações
Vimeo,Vimeo
Visit the forums,Visite os fóruns
Visited,Visitado
Visual Plant Floor,Piso visual da planta
Voice,Voz
Voice Call Settings,Configurações de chamada de voz
Voucher,VIOCHER
Voucher #,VIOCHER #
Voucher Detail No,Detalhe do voucher no
Voucher Detail Reference,Referência de detalhes do voucher
Voucher Name,Nome do voucher
Voucher No,VIOCHER NO
Voucher No is mandatory,O voucher não é obrigatório
Voucher Qty,Centro de voucher
Voucher Subtype,Subtipo de voucher
Voucher Type,Tipo de voucher
Voucher {0} is over-allocated by {1},O voucher {0} é ampliado por {1}
Voucher-wise Balance,Equilíbrio em voucher
Vouchers,VIOS
"WARNING: Exotel app has been separated from ERPNext, please install the app to continue using Exotel integration.","Aviso: o aplicativo Exotel foi separado do ERPNext, instale o aplicativo para continuar usando a integração do EXOTEL."
WIP Composite Asset,Ativo composto de limpeza
WIP WH,WIP WH
WIP Warehouse,WIP Warehouse
Wages,Remunerações
Wages per hour,Salários por hora
Waiting for payment...,Esperando pelo pagamento ...
Warehouse,Armazém
Warehouse Capacity Summary,Resumo da capacidade do armazém
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,A capacidade do armazém para o item '{0}' deve ser maior que o nível de stock existente de {1} {2}.
Warehouse Contact Info,Informações de contato do armazém
Warehouse Detail,Detalhes do armazém
Warehouse Details,Detalhes do armazém
Warehouse Disabled?,Armazém desativado?
Warehouse Name,Nome do armazém
Warehouse Settings,Configurações do armazém
Warehouse Type,Tipo de armazém
Warehouse Wise Stock Balance,Balanço de stock sábio de armazém
Warehouse and Reference,Armazém e referência
Warehouse can not be deleted as stock ledger entry exists for this warehouse.,"O armazém não pode ser excluído, pois existe uma entrada de contabilidade para este armazém."
Warehouse cannot be changed for Serial No.,O armazém não pode ser alterado para o número de série
Warehouse is mandatory,Armazém é obrigatório
Warehouse not found against the account {0},Armazém não encontrado em relação à conta {0}
Warehouse not found in the system,Armazém não encontrado no sistema
Warehouse required for stock Item {0},Armazém necessário para o item de stock {0}
Warehouse wise Item Balance Age and Value,Balanço de itens e valor do Item Sábio
Warehouse {0} can not be deleted as quantity exists for Item {1},"Warehouse {0} não pode ser excluído, pois a quantidade existe para o item {1}"
Warehouse {0} does not belong to Company {1}.,Warehouse {0} não pertence à empresa {1}.
Warehouse {0} does not belong to company {1},Warehouse {0} não pertence à empresa {1}
"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}","Warehouse {0} não é permitido para a ordem de vendas {1}, deve ser {2}"
"Warehouse {0} is not linked to any account, please mention the account in the warehouse record or set default inventory account in company {1}.","O Warehouse {0} não está vinculado a nenhuma conta, mencione a conta no registro do armazém ou defina uma conta de inventário padrão na empresa {1}."
Warehouse's Stock Value has already been booked in the following accounts:,O valor das ações do Warehouse já foi reservado nas seguintes contas:
Warehouse: {0} does not belong to {1},Armazém: {0} não pertence a {1}
Warehouses,Armazéns
Warehouses with child nodes cannot be converted to ledger,Armazéns com nós filhos não podem ser convertidos em razão
Warehouses with existing transaction can not be converted to group.,Armazéns com transação existente não podem ser convertidos em grupo.
Warehouses with existing transaction can not be converted to ledger.,Armazéns com transação existente não podem ser convertidos em razão.
Warn,Avisar
Warn POs,Avisar pos
Warn Purchase Orders,Avisar os pedidos de compra
Warn RFQs,Avise os RFQs
Warn for new Purchase Orders,Avisar por novos pedidos de compra
Warn for new Request for Quotations,Avisar para o novo pedido de citações
Warning,Aviso
Warning - Row {0}: Billing Hours are more than Actual Hours,Aviso - Linha {0}: As horas de cobrança são mais do que as horas reais
Warning : Cost of Goods Sold Account,AVISO: Custo dos bens vendidos por conta
Warning on Negative Stock,Aviso sobre o stock negativo
Warning!,Aviso!
Warning: Another {0} # {1} exists against stock entry {2},Aviso: outro {0} # {1} existe contra a entrada de stock {2}
Warning: Material Requested Qty is less than Minimum Order Qty,Aviso: o material solicitado material é menor que o pedido mínimo de Qtdy
Warning: Sales Order {0} already exists against Customer's Purchase Order {1},Aviso: Ordem de vendas {0} já existe contra o pedido de compra do cliente {1}
Warranty / AMC Details,Garantia / AMC Detalhes
Warranty / AMC Status,Garantia / status AMC
Warranty Claim,Reivindicação de garantia
Warranty Expiry Date,Data de vencimento da garantia
Warranty Period (Days),Período de garantia (dias)
Warranty Period (in days),Período de garantia (em dias)
Watch Video,Assista ao vídeo
We're here to help!,Estamos aqui para ajudar!
Website,Site
Website Attribute,Atributo do site
Website Description,Descrição do site
Website Filter Field,Campo de filtro do site
Website Image,Imagem do site
Website Item Group,Grupo de itens do site
Website Manager,Gerente de sites
Website Specifications,Especificações do site
Wednesday,Quarta-feira
Week,Semana
Week {0} {1},Semana {0} {1}
Weekday,Dia da semana
Weekly,Semanalmente
Weekly Off,Semanalmente
Weekly Time to send,Hora semanal para enviar
Weight,Peso
Weight (kg),Peso (kg)
Weight Per Unit,Peso por unidade
Weight UOM,Peso uom
Weighting Function,Função de ponderação
Welcome email sent,E -mail de boas-vindas enviado
Welcome to {0},Bem -vindo a {0}
What do you need help with?,Com o que você precisa de ajuda?
WhatsApp,Whatsapp
Wheels,Rodas
"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses","Quando um armazém dos pais é escolhido, o sistema realiza verificações de Qty do projeto contra os armazéns infantis associados"
"When creating an Item, entering a value for this field will automatically create an Item Price at the backend.","Ao criar um item, inserir um valor para este campo criará automaticamente um preço de item no back -end."
"While creating account for Child Company {0}, parent account {1} found as a ledger account.","Ao criar uma conta para a empresa infantil {0}, a conta pai {1} encontrada como uma conta contábil."
"While creating account for Child Company {0}, parent account {1} not found. Please create the parent account in corresponding COA","Ao criar uma conta para a empresa infantil {0}, a conta pai {1} não encontrada. Crie a conta pai no COA correspondente"
"While making Purchase Invoice from Purchase Order, use Exchange Rate on Invoice's transaction date rather than inheriting it from Purchase Order. Only applies for Purchase Invoice.","Ao fazer a fatura de compra do pedido de compra, use a taxa de câmbio na data da transação da fatura, em vez de herdá -la do pedido de compra. Aplica -se apenas para fatura de compra."
White,Branco
Widowed,Viúva
Width (cm),Largura (cm)
Width of amount in word,Largura da quantidade em palavra
Will also apply for variants,Também se candidatará a variantes
Will also apply for variants unless overridden,"Também se candidatará a variantes, a menos que seja substituído"
Wire Transfer,Transferência bancária
With Operations,Com operações
With Period Closing Entry For Opening Balances,Com a entrada de fechamento do período para saldos de abertura
Withdrawal,Cancelamento
Work Done,Trabalho feito
Work In Progress,Trabalho em andamento
Work In Progress Warehouse,Trabalho em andamento Warehouse
Work Order,Ordem de serviço
Work Order / Subcontract PO,Ordem de trabalho / subcontrato PO
Work Order Analysis,Análise de ordem de serviço
Work Order Consumed Materials,Ordem de serviço consumido materiais
Work Order Item,Item de ordem de serviço
Work Order Operation,Operação de ordem de serviço
Work Order Qty,Qtdy de ordem de serviço
Work Order Qty Analysis,Análise de Qtdy de Ordem de Serviço
Work Order Stock Report,Relatório de ações da ordem de serviço
Work Order Summary,Resumo da ordem de serviço
Work Order cannot be created for following reason: <br> {0},A ordem de serviço não pode ser criada para o seguinte motivo: <br> {0}
Work Order cannot be raised against a Item Template,A ordem de serviço não pode ser levantada contra um modelo de item
Work Order has been {0},A ordem de serviço foi {0}
Work Order not created,Ordem de serviço não criada
Work Order {0}: Job Card not found for the operation {1},Ordem de trabalho {0}: cartão de trabalho não encontrado para a operação {1}
Work Orders,Ordens de trabalho
Work Orders Created: {0},Ordens de trabalho criadas: {0}
Work Orders in Progress,Ordens de trabalho em andamento
Work in Progress,Trabalho em andamento
Work-in-Progress Warehouse,Armazém de trabalho em andamento
Work-in-Progress Warehouse is required before Submit,O armazém de trabalho em andamento é necessário antes de enviar
Workday,Dia de trabalho
Workday {0} has been repeated.,Dia de trabalho {0} foi repetido.
Working,Trabalhando
Working Hours,Horas de trabalho
Workspace Settings,Configurações do espaço de trabalho
Workstation,Estação de trabalho
Workstation / Machine,Estação de trabalho / máquina
Workstation Dashboard,Painel de estação de trabalho
Workstation Name,Nome da estação de trabalho
Workstation Status,Status da estação de trabalho
Workstation Type,Tipo de estação de trabalho
Workstation Working Hour,Hora de trabalho da estação de trabalho
Workstation is closed on the following dates as per Holiday List: {0},"A estação de trabalho está fechada nas seguintes datas, conforme a lista de férias: {0}"
Workstations,Estações de trabalho
Wrapping up,Embrulhando
Write Off,Eliminar
Write Off Account,Escreva conta
Write Off Amount,Valor de escreva
Write Off Amount (Company Currency),Valor de escreva (moeda da empresa)
Write Off Based On,Escrever com base em
Write Off Cost Center,Centro de custo de escreva
Write Off Difference Amount,Reduzir a quantidade de diferença
Write Off Entry,Escreva a entrada
Write Off Limit,Limite de escreva
Write Off Outstanding Amount,Reduzir uma quantia pendente
Writeoff,Eliminar
Written Down Value,Valor escrito
Wrong Company,Empresa errada
Wrong Password,Senha errada
Wrong Template,Modelo errado
XML Files Processed,Arquivos XML processados
Year End Date,Data de término do ano
Year Name,Nome do ano
Year Start Date,Data de início do ano
Year of Passing,Ano de passagem
Year start date or end date is overlapping with {0}. To avoid please set company,"A data de início do ano ou a data de término está sobreposta a {0}. Para evitar, por favor, defina a empresa"
Yearly,Anual
Yellow,Amarelo
You are importing data for the code list:,Você está importando dados para a lista de códigos:
You are not allowed to update as per the conditions set in {} Workflow.,Você não tem permissão para atualizar conforme as condições definidas no {} fluxo de trabalho.
You are not authorized to add or update entries before {0},Você não está autorizado a adicionar ou atualizar entradas antes {0}
You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,Você não está autorizado a fazer/editar transações de stock para o item {0} em Warehouse {1} antes desse período.
You are not authorized to set Frozen value,Você não está autorizado a definir valor congelado
You are picking more than required quantity for the item {0}. Check if there is any other pick list created for the sales order {1}.,Você está escolhendo mais do que a quantidade necessária para o item {0}. Verifique se existe outra lista de escolhas criada para o pedido de vendas {1}.
You can add the original invoice {} manually to proceed.,Você pode adicionar a fatura original {} para prosseguir manualmente.
You can also copy-paste this link in your browser,Você também pode copiar colas este link em seu navegador
You can also set default CWIP account in Company {},Você também pode definir a conta CWIP padrão na Companhia {}
You can change the parent account to a Balance Sheet account or select a different account.,Você pode alterar a conta pai para uma conta de balanço ou selecionar uma conta diferente.
You can not enter current voucher in 'Against Journal Entry' column,Você não pode inserir o voucher atual em 'contra a coluna do diário de entrada'
You can only have Plans with the same billing cycle in a Subscription,Você só pode ter planos com o mesmo ciclo de cobrança em uma assinatura
You can only redeem max {0} points in this order.,Você só pode resgatar os pontos max {0} nesta ordem.
You can only select one mode of payment as default,Você só pode selecionar um modo de pagamento como padrão
You can redeem upto {0}.,Você pode resgatar até {0}.
"You can set it as a machine name or operation type. For example, stiching machine 12","Você pode defini -lo como um nome de máquina ou tipo de operação. Por exemplo, Stiching Machine 12"
You can't make any changes to Job Card since Work Order is closed.,"Você não pode fazer alterações no cartão de trabalho, pois a ordem de serviço está fechada."
You can't process the serial number {0} as it has already been used in the SABB {1}. {2} if you want to inward same serial number multiple times then enabled 'Allow existing Serial No to be Manufactured/Received again' in the {3},"Você não pode processar o número de série {0} como já foi usado no Sabb {1}. {2} Se você deseja interno o mesmo número de série várias vezes, ativado 'Permitir que a série não seja fabricada/recebida novamente' no {3}"
You can't redeem Loyalty Points having more value than the Rounded Total.,Você não pode resgatar pontos de fidelidade com mais valor do que o total arredondado.
You cannot change the rate if BOM is mentioned against any Item.,Você não pode alterar a taxa se a BOM for mencionada em relação a qualquer item.
You cannot create a {0} within the closed Accounting Period {1},Você não pode criar um {0} dentro do período contábil fechado {1}
You cannot create or cancel any accounting entries with in the closed Accounting Period {0},Você não pode criar ou cancelar quaisquer entradas contábeis no período contábil fechado {0}
You cannot create/amend any accounting entries till this date.,Você não pode criar/alterar as entradas contábeis até esta data.
You cannot credit and debit same account at the same time,Você não pode creditar e debitar a mesma conta ao mesmo tempo
You cannot delete Project Type 'External',Você não pode excluir o tipo de projeto 'externo'
You cannot edit root node.,Você não pode editar o nó raiz.
You cannot redeem more than {0}.,Você não pode resgatar mais do que {0}.
You cannot repost item valuation before {},Você não pode repassar a avaliação do item antes {}
You cannot restart a Subscription that is not cancelled.,Você não pode reiniciar uma assinatura que não é cancelada.
You cannot submit empty order.,Você não pode enviar um pedido vazio.
You cannot submit the order without payment.,Você não pode enviar o pedido sem pagamento.
You cannot {0} this document because another Period Closing Entry {1} exists after {2},Você não pode {0} este documento porque outro período de fechamento de encerramento {1} existe após {2}
You do not have permissions to {} items in a {}.,Você não tem permissões para {} itens em um {}.
You don't have enough Loyalty Points to redeem,Você não tem pontos de lealdade suficientes para resgatar
You don't have enough points to redeem.,Você não tem pontos suficientes para resgatar.
You had {} errors while creating opening invoices. Check {} for more details,Você teve erros {} ao criar faturas de abertura. Verifique {} para mais detalhes
You have already selected items from {0} {1},Você já selecionou itens de {0} {1}
You have been invited to collaborate on the project {0}.,Você foi convidado a colaborar no projeto {0}.
You have entered a duplicate Delivery Note on Row,Você inseriu uma nota de entrega duplicada na linha
You have to enable auto re-order in Stock Settings to maintain re-order levels.,Você deve ativar a reordenação automática nas configurações de stock para manter os níveis de reordenação.
You haven't created a {0} yet,Você não criou um {0} ainda
You must add atleast one item to save it as draft.,Você deve adicionar pelo menos um item para salvá -lo como rascunho.
You must select a customer before adding an item.,Você deve selecionar um cliente antes de adicionar um item.
You need to cancel POS Closing Entry {} to be able to cancel this document.,Você precisa cancelar a entrada de fechamento de POS {} para poder cancelar este documento.
You selected the account group {1} as {2} Account in row {0}. Please select a single account.,Você selecionou o grupo de conta {1} como {2} conta na linha {0}. Selecione uma única conta.
YouTube,YouTube
YouTube Interactions,Interações do YouTube
Your Name (required),Seu nome (necessário)
Your email address...,Seu endereço de email...
Your email has been verified and your appointment has been scheduled,Seu e-mail foi verificado e sua consulta foi agendada
Your order is out for delivery!,Seu pedido está disponível para entrega!
Your tickets,Seus tickets
Youtube ID,ID do YouTube
Youtube Statistics,Estatísticas do YouTube
ZIP Code,CEP
Zero Balance,Balanço zero
Zero Rated,Zero avaliado
Zero quantity,Quantidade zero
Zip File,Arquivo zip
[Important] [ERPNext] Auto Reorder Errors,[IMPORTANTE] [ERPNEXT] erros de reordenação automática
`Allow Negative rates for Items`,`Permitir taxas negativas para itens '
access,acesso
after,depois
and,e
as Code,como código
as Description,como descrição
as Title,como título
as a percentage of finished item quantity,como uma porcentagem de quantidade de item acabado
at,no
based_on,baseado em
by {},por {}
cannot be greater than 100,não pode ser maior que 100
color,cor
dated {0},datado {0}
description,descrição
development,desenvolvimento
discount applied,desconto aplicado
doc_type,doc_type
doctype,Doctype
"e.g. ""Summer Holiday 2019 Offer 20""","por exemplo ""Holida de verão 2019 Oferta 20"""
example: Next Day Shipping,Exemplo: envio no dia seguinte
exchangerate.host,trocangeate.host
fieldname,FieldName
frankfurter.app,Frankfurter.app
hidden,escondido
hours,horas
image,imagem
is already,já é
lft,LFT
material_request_item,material_request_item
must be between 0 and 100,deve estar entre 0 e 100
old_parent,Old_parent
on,sobre
or its descendants,ou seus descendentes
out of 5,fora de 5
paid to,pago a
payments app is not installed. Please install it from {0} or {1},O aplicativo de pagamentos não está instalado. Instale -o de {0} ou {1}
payments app is not installed. Please install it from {} or {},"O aplicativo de pagamentos não está instalado. Por favor, instale -o de {} ou {}"
per hour,por hora
performing either one below:,executando qualquer um deles abaixo:
product bundle item row's name in sales order. Also indicates that picked item is to be used for a product bundle,Pacote de produtos Nome do item da linha em ordem de vendas. Também indica que o item escolhido deve ser usado para um pacote de produtos
production,produção
quotation_item,citação_item
ratings,Classificações
received from,recebido de
returned,retornou
rgt,Rgt
sandbox,Sandbox
sold,vendido
subscription is already cancelled.,A assinatura já foi cancelada.
target_ref_field,Target_ref_field
temporary name,nome temporário
title,título
to,para
to unallocate the amount of this Return Invoice before cancelling it.,Para desalocar o valor dessa fatura de retorno antes de cancelá -la.
unique e.g. SAVE20  To be used to get discount,"Único, por exemplo Save20 para ser usado para obter desconto"
variance,variação
via Asset Repair,via reparo de ativos
via BOM Update Tool,via ferramenta de atualização BOM
will be,vai ser
you must select Capital Work in Progress Account in accounts table,você deve selecionar a conta de trabalho em andamento na tabela de contas
{0},{0}
{0} '{1}' is disabled,{0} '{1}' está desativado
{0} '{1}' not in Fiscal Year {2},{0} '{1}' não no ano fiscal {2}
{0} ({1}) cannot be greater than planned quantity ({2}) in Work Order {3},{0} ({1}) não pode ser maior que a quantidade planejada ({2}) na ordem de serviço {3}
{0} <b>{1}</b> has submitted Assets. Remove Item <b>{2}</b> from table to continue.,{0} <b> {1} </b> enviou ativos enviados. Remova o item <b> {2} </b> da tabela para continuar.
{0} Account not found against Customer {1}.,{0} conta não encontrada contra o cliente {1}.
{0} Account: {1} ({2}) must be in either customer billing currency: {3} or Company default currency: {4},{0} conta: {1} ({2}) deve estar na moeda de cobrança do cliente: {3} ou a moeda padrão da empresa: {4}
{0} Budget for Account {1} against {2} {3} is {4}. It {5} exceed by {6},{0} orçamento para a conta {1} contra {2} {3} é {4}. Ele {5} excede por {6}
{0} Coupon used are {1}. Allowed quantity is exhausted,{0} cupom usado são {1}. A quantidade permitida está esgotada
{0} Digest,{0} Digest
{0} Number {1} is already used in {2} {3},{0} número {1} já está usado em {2} {3}
{0} Operations: {1},{0} operações: {1}
{0} Request for {1},{0} solicitação para {1}
"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item","{0} reter a amostra é baseada no lote, verifique se tem lote não para reter amostra de item"
{0} Transaction(s) Reconciled,{0} transações reconciliadas
{0} account is not of type {1},{0} conta não é do tipo {1}
{0} account not found while submitting purchase receipt,{0} conta não encontrada durante o envio de recibo de compra
{0} against Bill {1} dated {2},{0} contra a conta {1} datada {2}
{0} against Purchase Order {1},{0} contra o pedido de compra {1}
{0} against Sales Invoice {1},{0} contra a fatura de vendas {1}
{0} against Sales Order {1},{0} contra a ordem de vendas {1}
{0} already has a Parent Procedure {1}.,{0} já possui um procedimento pai {1}.
{0} and {1} are mandatory,{0} e {1} são obrigatórios
{0} asset cannot be transferred,{0} ativo não pode ser transferido
{0} can be enabled/disabled after all the POS Opening Entries are closed.,{0} pode ser ativado/desativado depois que todas as entradas de abertura do POS forem fechadas.
{0} can not be negative,{0} não pode ser negativo
{0} cannot be used as a Main Cost Center because it has been used as child in Cost Center Allocation {1},{0} não pode ser usado como um centro de custo principal porque foi usado como criança na alocação do centro de custo {1}
{0} cannot be zero,{0} não pode ser zero
{0} created,{0} criado
{0} currency must be same as company's default currency. Please select another account.,{0} A moeda deve ser a mesma que a moeda padrão da empresa. Selecione outra conta.
"{0} currently has a {1} Supplier Scorecard standing, and Purchase Orders to this supplier should be issued with caution.","{0} atualmente possui um scorecard {1} em pé de scorecard, e os pedidos de compra a este fornecedor devem receber cautela."
"{0} currently has a {1} Supplier Scorecard standing, and RFQs to this supplier should be issued with caution.","{0} atualmente possui um scorecard {1} em pé de scorecard, e os RFQs para este fornecedor devem receber cautela."
{0} does not belong to Company {1},{0} não pertence à empresa {1}
{0} entered twice in Item Tax,{0} inserido duas vezes no imposto sobre o item
{0} entered twice {1} in Item Taxes,{0} digitado duas vezes {1} nos impostos dos itens
{0} for {1},{0} para {1}
{0} has Payment Term based allocation enabled. Select a Payment Term for Row #{1} in Payment References section,{0} possui alocação baseada no prazo de pagamento ativada. Selecione um termo de pagamento para a linha #{1} na seção Referências de pagamento
{0} has been submitted successfully,{0} foi enviado com sucesso
{0} hours,{0} horas
{0} in row {1},{0} na linha {1}
{0} is a mandatory Accounting Dimension. <br>Please set a value for {0} in Accounting Dimensions section.,{0} é uma dimensão contábil obrigatória. <br> Defina um valor para {0} na seção Dimensões contábeis.
{0} is added multiple times on rows: {1},{0} é adicionado várias vezes nas linhas: {1}
{0} is already running for {1},{0} já está em execução para {1}
{0} is blocked so this transaction cannot proceed,{0} está bloqueado para que essa transação não possa prosseguir
{0} is mandatory for Item {1},{0} é obrigatório para o item {1}
{0} is mandatory for account {1},{0} é obrigatório para a conta {1}
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},{0} é obrigatório. Talvez o registro de troca de moeda não seja criado para {1} para {2}
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0} é obrigatório. Talvez o registro de troca de moeda não seja criado para {1} para {2}.
{0} is not a company bank account,{0} não é uma conta bancária da empresa
{0} is not a group node. Please select a group node as parent cost center,{0} não é um nó de grupo. Selecione um nó de grupo como centro de custo dos pais
{0} is not a stock Item,{0} não é um item de stock
{0} is not a valid Value for Attribute {1} of Item {2}.,{0} não é um valor válido para o atributo {1} do item {2}.
{0} is not added in the table,{0} não é adicionado na tabela
{0} is not enabled in {1},{0} não está ativado em {1}
{0} is not running. Cannot trigger events for this Document,{0} não está em execução. Não pode desencadear eventos para este documento
{0} is not the default supplier for any items.,{0} não é o fornecedor padrão para quaisquer itens.
{0} is on hold till {1},{0} está em espera até {1}
{0} items in progress,{0} itens em andamento
{0} items lost during process.,{0} itens perdidos durante o processo.
{0} items produced,{0} itens produzidos
{0} must be negative in return document,{0} deve ser negativo no documento de retorno
{0} not allowed to transact with {1}. Please change the Company or add the Company in the 'Allowed To Transact With'-Section in the Customer record.,{0} não é permitido transações com {1}. Altere a empresa ou adicione a empresa na seção 'permissão para transações com a seção' no registro do cliente.
{0} not found for item {1},{0} não encontrado para o item {1}
{0} parameter is invalid,{0} O parâmetro é inválido
{0} payment entries can not be filtered by {1},{0} entradas de pagamento não podem ser filtradas por {1}
{0} qty of Item {1} is being received into Warehouse {2} with capacity {3}.,{0} Qty do item {1} está sendo recebido no armazém {2} com capacidade {3}.
{0} to {1},{0} para {1}
"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.","{0} As unidades são reservadas para o item {1} no armazém {2}, por favor, revereva o mesmo para {3} a reconciliação de stock."
{0} units of Item {1} is not available in any of the warehouses.,{0} unidades do item {1} não estão disponíveis em nenhum dos armazéns.
{0} units of Item {1} is picked in another Pick List.,{0} unidades do item {1} são colhidas em outra lista de escolhas.
{0} units of {1} are required in {2} with the inventory dimension: {3} ({4}) on {5} {6} for {7} to complete the transaction.,{0} unidades de {1} são necessárias em {2} com a dimensão do inventário: {3} ({4}) em {5} {6} para {7} para concluir a transação.
{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} unidades de {1} necessária em {2} em {3} {4} para {5} para concluir esta transação.
{0} units of {1} needed in {2} on {3} {4} to complete this transaction.,{0} unidades de {1} necessária em {2} em {3} {4} para concluir esta transação.
{0} units of {1} needed in {2} to complete this transaction.,{0} unidades de {1} necessária em {2} para concluir esta transação.
{0} until {1},{0} até {1}
{0} valid serial nos for Item {1},{0} NOS serial válida para o item {1}
{0} variants created.,{0} variantes criadas.
{0} will be given as discount.,{0} será dado como desconto.
{0} {1},{0} {1}
{0} {1} Manually,{0} {1} manualmente
{0} {1} Partially Reconciled,{0} {1} parcialmente reconciliado
"{0} {1} cannot be updated. If you need to make changes, we recommend canceling the existing entry and creating a new one.","{0} {1} não pode ser atualizado. Se você precisar fazer alterações, recomendamos o cancelamento da entrada existente e a criação de uma nova."
{0} {1} created,{0} {1} criado
{0} {1} does not exist,{0} {1} não existe
{0} {1} has accounting entries in currency {2} for company {3}. Please select a receivable or payable account with currency {2}.,{0} {1} possui entradas contábeis na moeda {2} para a empresa {3}. Selecione uma conta a receber ou a pagar com moeda {2}.
{0} {1} has already been fully paid.,{0} {1} já foi totalmente pago.
{0} {1} has already been partly paid. Please use the 'Get Outstanding Invoice' or the 'Get Outstanding Orders' button to get the latest outstanding amounts.,"{0} {1} já foi pago parcialmente. Por favor, use a fatura 'obtenha excelente' ou o botão 'Obtenha pedidos pendentes' para obter os valores mais recentes."
{0} {1} has been modified. Please refresh.,"{0} {1} foi modificado. Por favor, atualize."
{0} {1} has not been submitted so the action cannot be completed,"{0} {1} não foi enviado, portanto a ação não pode ser concluída"
{0} {1} is allocated twice in this Bank Transaction,{0} {1} é alocado duas vezes nesta transação bancária
{0} {1} is already linked to Common Code {2}.,{0} {1} já está vinculado ao código comum {2}.
"{0} {1} is associated with {2}, but Party Account is {3}","{0} {1} está associado a {2}, mas a conta do partido é {3}"
{0} {1} is cancelled or closed,{0} {1} é cancelado ou fechado
{0} {1} is cancelled or stopped,{0} {1} é cancelado ou parado
{0} {1} is cancelled so the action cannot be completed,{0} {1} é cancelado para que a ação não possa ser concluída
{0} {1} is closed,{0} {1} está fechado
{0} {1} is disabled,{0} {1} está desativado
{0} {1} is frozen,{0} {1} está congelado
{0} {1} is fully billed,{0} {1} está totalmente cobrado
{0} {1} is not active,{0} {1} não está ativo
{0} {1} is not associated with {2} {3},{0} {1} não está associado a {2} {3}
{0} {1} is not in any active Fiscal Year,{0} {1} não está em nenhum ano fiscal ativo
{0} {1} is not submitted,{0} {1} não é enviado
{0} {1} is on hold,{0} {1} está em espera
{0} {1} must be submitted,{0} {1} deve ser enviado
{0} {1} not allowed to be reposted. Modify {2} to enable reposting.,{0} {1} não tem permissão para ser reposnsada. Modifique {2} para ativar a reposição.
{0} {1} status is {2},{0} {1} O status é {2}
{0} {1} via CSV File,{0} {1} via arquivo CSV
{0} {1}: 'Profit and Loss' type account {2} not allowed in Opening Entry,{0} {1}: 'Lucro e perda' Conta do tipo {2} não permitido na abertura de entrada
{0} {1}: Account {2} does not belong to Company {3},{0} {1}: conta {2} não pertence à empresa {3}
{0} {1}: Account {2} is a Group Account and group accounts cannot be used in transactions,{0} {1}: conta {2} é uma conta de grupo e contas de grupo não podem ser usadas nas transações
{0} {1}: Account {2} is inactive,{0} {1}: conta {2} está inativa
{0} {1}: Accounting Entry for {2} can only be made in currency: {3},{0} {1}: a entrada contábil para {2} só pode ser feita na moeda: {3}
{0} {1}: Cost Center is mandatory for Item {2},{0} {1}: o centro de custo é obrigatório para o item {2}
{0} {1}: Cost Center is required for 'Profit and Loss' account {2}.,{0} {1}: O centro de custo é necessário para 'Lucro e perda' da conta {2}.
{0} {1}: Cost Center {2} does not belong to Company {3},{0} {1}: Cost Center {2} não pertence à Companhia {3}
{0} {1}: Cost Center {2} is a group cost center and group cost centers cannot be used in transactions,{0} {1}: Cost Center {2} é um centro de custo de grupo e os centros de custo do grupo não podem ser usados em transações
{0} {1}: Customer is required against Receivable account {2},{0} {1}: o cliente é necessário contra a conta a receber {2}
{0} {1}: Either debit or credit amount is required for {2},{0} {1}: o valor de débito ou crédito é necessário para {2}
{0} {1}: Supplier is required against Payable account {2},{0} {1}: O fornecedor é necessário contra a conta a pagar {2}
{0}%,{0}%
{0}% Billed,{0}% cobrado
{0}% Delivered,{0}% entregue
{0}% of total invoice value will be given as discount.,{0}% do valor total da fatura será fornecido como desconto.
